carat,cut,color,clarity,depth,table,price,volume
1,1,7,2,64,54,4725,144
1,4,2,3,61,61,4725,144
1,5,3,2,63,58,4725,144
1,4,7,2,62,58,4725,144
0,4,5,3,59,59,4726,108
1,3,7,2,61,58,4727,144
1,3,3,3,61,58,4727,144
1,2,7,2,61,61,4727,108
1,2,1,4,63,60,4727,144
1,3,2,3,59,59,4728,108
0,4,6,3,59,59,4729,108
0,3,7,4,58,61,4729,108
1,5,5,3,61,57,4729,144
1,2,5,3,57,62,4729,108
1,4,7,2,62,58,4730,108
1,1,4,2,61,59,4730,196
1,4,6,2,61,56,4730,144
0,5,4,3,61,56,4731,108
1,2,3,5,62,64,4732,108
1,4,3,2,60,61,4732,196
1,1,5,4,66,57,4732,144
1,3,3,5,63,53,4732,144
1,4,3,5,62,58,4732,108
1,4,3,5,59,60,4732,108
1,1,3,5,64,60,4732,144
1,5,3,2,62,55,4733,144
1,5,4,2,62,57,4733,144
1,5,4,2,61,57,4733,144
1,4,2,2,61,61,4735,144
1,4,2,2,61,61,4735,144
0,4,7,3,59,61,4735,108
0,4,7,3,63,56,4735,108
1,4,2,2,61,59,4735,144
1,2,4,3,63,60,4737,108
1,5,4,3,62,56,4737,144
1,3,1,2,60,61,4737,144
1,4,5,2,60,60,4737,196
1,4,5,2,62,59,4737,144
1,4,6,2,60,60,4737,144
0,3,6,3,61,56,4738,108
1,5,2,3,62,56,4738,144
1,3,2,4,64,54,4739,144
0,2,7,4,62,62,4739,108
1,4,3,4,60,58,4739,144
0,4,6,4,62,59,4739,108
0,4,6,4,61,58,4739,108
0,3,5,5,63,56,4739,108
0,4,6,3,62,56,4739,108
1,4,3,3,61,59,4740,144
1,5,3,3,62,57,4740,144
0,3,3,6,62,58,4740,108
0,5,4,6,61,55,4740,75
0,5,4,6,61,57,4740,90
1,5,5,2,61,57,4740,144
0,5,3,3,61,56,4740,108
1,4,5,2,61,57,4740,144
1,3,4,3,59,63,4741,108
1,4,4,3,60,61,4742,144
1,4,6,2,59,59,4742,108
1,5,3,2,59,58,4742,108
1,2,6,2,63,57,4742,144
1,4,6,2,60,58,4742,108
1,5,2,3,61,60,4742,144
1,4,6,2,60,58,4742,144
1,5,1,2,62,53,4742,144
1,4,3,3,60,60,4743,144
1,4,3,2,61,60,4743,144
1,3,3,2,62,58,4743,144
1,5,6,2,61,57,4743,108
1,3,3,3,62,58,4743,108
1,4,5,2,62,61,4743,168
0,5,4,2,61,56,4743,108
1,2,6,3,62,61,4743,144
1,4,5,4,58,56,4743,108
1,4,2,4,58,60,4744,108
1,4,2,4,63,53,4744,144
1,5,1,2,63,54,4744,144
1,5,1,2,61,56,4744,144
0,2,4,5,64,60,4744,108
1,3,3,2,61,56,4745,108
1,5,2,3,61,54,4745,144
1,4,3,4,62,60,4745,108
1,4,2,2,62,58,4745,144
1,5,5,2,61,57,4746,108
0,3,7,3,62,60,4746,108
1,3,4,3,61,58,4746,108
1,1,7,2,64,59,4746,144
1,5,3,3,62,57,4746,144
1,4,2,3,62,57,4746,144
1,4,3,3,60,60,4746,144
1,4,3,2,62,55,4746,144
1,4,3,3,58,59,4748,144
0,4,5,3,59,61,4748,108
1,3,5,2,63,60,4749,108
1,2,3,3,63,59,4749,144
1,5,3,3,62,55,4749,144
1,2,3,3,63,59,4749,144
1,2,3,3,63,60,4749,144
1,3,2,3,63,54,4749,144
1,4,5,2,61,61,4749,108
1,5,2,3,61,56,4749,144
1,5,3,2,59,58,4749,108
1,5,4,2,62,56,4750,144
0,4,4,4,62,59,4750,108
1,4,6,2,61,56,4751,108
0,5,4,8,62,54,4751,75
1,1,7,3,63,58,4751,144
1,1,3,4,64,60,4751,144
1,4,6,2,62,59,4751,108
1,4,6,2,61,58,4751,108
1,2,6,2,63,58,4751,144
1,5,6,2,61,54,4751,108
1,4,6,2,59,59,4751,108
1,5,6,2,62,54,4751,108
1,4,6,2,62,57,4751,108
1,1,7,3,64,60,4751,108
1,4,7,3,62,58,4751,108
1,5,6,2,59,56,4751,108
1,5,6,2,61,57,4751,108
1,1,7,3,66,54,4751,144
1,2,2,3,63,58,4752,144
1,3,1,3,61,59,4752,144
1,5,7,2,60,55,4752,108
1,5,4,2,62,55,4752,144
1,5,4,2,62,56,4752,144
1,3,7,2,62,58,4753,108
1,5,7,2,61,56,4753,108
1,3,1,4,59,59,4754,144
1,4,3,3,59,58,4754,108
1,5,5,2,62,57,4754,144
0,3,5,3,62,62,4755,108
1,4,4,2,62,58,4755,144
1,4,4,2,61,59,4755,144
1,5,4,2,60,56,4755,144
1,4,4,2,61,58,4755,144
1,3,2,5,62,60,4756,108
1,5,2,3,60,60,4757,144
1,5,6,2,62,56,4758,144
1,4,6,2,61,59,4758,108
1,2,4,3,57,59,4758,108
1,4,7,2,61,60,4758,108
1,3,7,2,63,59,4758,144
1,1,3,3,65,60,4758,144
1,4,4,2,58,60,4758,168
0,3,6,4,62,60,4759,108
1,2,5,3,63,59,4759,144
1,3,5,3,62,58,4759,144
1,3,2,3,62,58,4759,144
1,5,3,3,61,55,4759,144
0,3,6,3,62,58,4760,108
1,3,7,2,62,60,4760,144
1,5,6,2,61,56,4760,108
1,2,2,4,61,60,4761,108
1,4,1,4,62,57,4761,144
1,4,3,2,59,61,4761,108
1,3,2,4,59,59,4762,108
1,3,2,2,63,57,4763,144
0,5,2,3,61,57,4763,108
0,2,3,7,63,59,4763,108
1,3,6,2,63,57,4763,144
1,5,3,3,62,57,4764,144
1,5,1,3,62,57,4764,144
0,5,6,5,61,55,4764,90
1,4,7,2,61,58,4764,144
1,3,4,3,63,58,4764,144
1,5,7,2,62,56,4764,144
1,4,7,2,61,61,4764,108
1,5,7,2,61,57,4764,144
1,5,4,3,62,57,4764,144
1,5,2,4,62,56,4764,144
1,4,7,2,62,54,4764,144
1,3,4,3,63,57,4764,144
1,4,3,3,60,60,4764,144
1,5,7,2,61,56,4764,144
1,5,5,2,62,57,4764,144
1,5,5,2,61,57,4764,144
0,1,7,4,64,55,4765,108
1,3,1,4,62,57,4766,144
1,3,2,3,61,60,4766,144
1,2,2,4,63,55,4766,144
1,3,4,3,60,60,4766,108
1,2,6,3,64,59,4766,144
1,3,6,3,58,58,4766,108
1,3,6,3,62,59,4766,108
1,2,5,2,63,58,4766,144
1,5,3,2,61,58,4766,108
1,5,6,2,61,56,4766,108
1,3,3,2,63,58,4767,144
1,5,3,3,61,58,4767,108
1,4,4,3,61,58,4768,144
1,3,4,2,63,59,4769,144
1,3,4,2,61,57,4769,144
1,3,6,2,62,58,4769,144
1,4,3,4,62,58,4769,108
1,4,3,4,62,62,4769,108
1,5,5,2,61,55,4769,108
1,4,1,3,59,60,4770,144
0,5,6,4,62,56,4770,108
0,2,6,4,63,54,4770,108
0,4,5,5,59,58,4770,108
0,2,5,5,62,57,4770,108
0,5,6,2,61,56,4770,108
0,1,6,5,64,58,4770,108
1,4,5,3,61,59,4770,144
1,5,5,3,62,57,4770,144
1,4,3,3,59,59,4771,108
1,5,2,3,62,58,4771,144
1,5,3,4,62,57,4771,144
1,4,3,3,60,58,4771,108
1,5,4,3,61,56,4771,144
1,4,3,3,60,60,4772,144
1,5,2,2,62,55,4773,144
1,5,2,2,62,55,4773,144
0,5,4,4,61,56,4773,108
1,5,3,3,62,55,4773,144
1,5,3,3,62,58,4773,108
1,4,2,2,62,59,4773,144
1,4,5,3,61,58,4774,144
1,5,7,3,60,57,4774,108
1,4,5,3,62,58,4774,144
1,4,5,3,62,58,4775,108
0,5,4,5,62,55,4775,108
1,4,4,3,62,58,4776,144
1,4,2,3,62,58,4777,144
1,3,6,2,61,58,4777,108
1,4,1,3,58,61,4778,144
1,5,1,4,43,54,4778,144
0,2,5,4,62,58,4778,108
1,5,5,2,62,57,4778,144
0,1,7,4,64,62,592,32
0,2,5,3,63,59,593,32
0,3,3,2,61,59,593,32
0,3,6,3,61,60,593,32
0,3,6,3,63,58,593,32
0,5,2,3,61,54,593,32
0,5,2,3,61,54,593,32
0,1,5,5,61,66,593,32
0,5,4,3,62,55,593,32
0,4,4,3,58,62,593,32
0,4,4,3,61,58,593,32
0,4,4,3,61,60,593,32
0,5,4,3,62,55,593,32
0,4,4,3,62,58,593,32
0,4,4,3,61,56,593,32
0,5,4,3,62,55,593,32
0,3,4,3,63,59,593,32
0,4,4,3,62,58,593,32
0,4,4,3,63,58,593,32
0,3,4,3,63,54,593,32
0,4,4,3,62,55,593,32
0,3,4,3,63,57,593,32
0,4,7,2,61,60,593,32
0,4,7,2,60,58,593,32
0,2,7,2,63,58,593,32
0,4,7,2,61,60,593,32
0,2,4,3,63,57,593,32
0,5,4,3,63,56,593,32
0,4,4,3,61,59,593,32
0,4,4,3,61,55,593,32
1,5,4,2,62,56,4778,144
1,5,1,2,62,57,4779,144
1,4,3,5,61,57,4779,108
1,5,3,5,61,56,4779,108
0,3,4,5,62,56,4780,108
0,3,6,2,61,59,4780,108
1,3,6,2,62,60,4781,108
0,5,7,4,61,56,4781,90
1,2,4,3,63,59,4781,108
1,5,2,3,61,55,4782,144
1,5,2,3,62,54,4782,144
1,2,3,2,61,64,4782,144
0,5,3,7,61,57,4783,108
1,5,4,2,61,57,4783,108
1,5,1,2,60,57,4783,168
1,2,3,3,63,57,4784,144
1,5,3,3,62,56,4784,144
1,5,3,3,62,55,4784,144
1,5,3,3,61,56,4784,144
1,3,3,3,61,58,4784,144
1,3,2,4,62,59,4785,144
1,3,3,3,62,58,4785,144
1,4,3,3,61,59,4785,144
1,5,7,2,62,56,4785,108
1,3,3,2,61,58,4785,144
1,3,2,3,62,57,4785,144
1,3,2,3,61,56,4785,144
1,4,4,3,61,59,4785,108
0,3,5,3,62,58,4785,108
1,2,7,3,65,54,4786,144
1,4,2,5,62,54,4786,144
1,5,6,2,61,59,4787,108
1,4,3,3,61,60,4788,108
1,4,3,3,59,58,4788,108
1,2,3,3,57,62,4788,108
1,5,6,2,62,56,4788,144
1,3,4,3,59,56,4788,108
1,4,3,3,62,60,4788,108
1,2,3,3,63,60,4788,144
1,4,2,3,62,58,4788,144
1,4,2,3,59,58,4788,144
1,5,3,2,62,57,4788,144
1,4,2,3,60,60,4788,144
1,4,3,3,62,56,4788,108
1,4,3,3,61,58,4788,108
1,5,3,3,60,56,4788,108
1,3,2,3,63,56,4788,144
1,4,3,3,62,59,4788,108
0,5,6,4,62,57,4788,108
1,4,3,2,60,59,4788,144
1,5,3,3,60,57,4789,144
1,3,1,2,62,58,4789,144
1,3,2,5,62,57,4790,144
1,4,6,2,60,60,4790,108
1,1,6,3,53,63,4790,108
0,2,7,3,63,56,4790,108
1,3,6,3,61,58,4791,144
1,3,2,2,62,59,4791,144
1,3,2,2,59,58,4791,144
1,3,3,3,62,57,4791,144
1,4,2,3,62,59,4791,144
1,1,5,4,64,56,4791,144
1,1,5,4,64,56,4791,144
1,1,5,4,66,61,4791,144
0,5,6,3,61,55,4791,108
1,4,3,4,63,59,4791,144
1,3,1,4,61,57,4793,144
0,4,4,5,62,59,4793,108
1,3,2,3,63,53,4794,144
1,4,4,2,61,59,4794,144
0,3,6,4,59,59,4795,108
0,3,6,3,61,58,4795,108
1,5,2,4,60,57,4795,196
0,5,5,3,61,58,4795,108
1,4,5,2,62,57,4796,108
1,4,3,3,62,60,4796,108
1,2,3,3,63,57,4796,144
1,3,3,3,62,59,4796,144
1,5,5,2,60,57,4796,108
0,1,7,3,64,63,4796,108
1,3,6,2,60,58,4797,108
1,5,3,2,61,56,4797,144
1,5,5,2,62,56,4797,144
1,4,3,2,62,58,4798,144
0,3,6,8,61,56,4798,75
1,5,2,5,60,57,4798,108
1,1,6,3,65,59,4798,144
1,1,7,3,66,60,4798,144
1,5,3,2,61,56,4798,144
1,4,4,2,60,55,4798,144
1,5,6,2,62,57,4798,144
1,1,5,3,65,59,4798,144
1,5,3,6,60,57,4798,108
1,5,6,2,62,55,4798,144
1,3,5,3,63,61,4798,108
1,5,4,2,62,56,4798,144
1,5,6,2,60,57,4798,108
1,5,7,3,62,53,4798,108
1,3,7,2,60,58,4799,108
1,5,6,2,61,56,4799,144
1,3,3,3,60,58,4800,108
0,3,7,8,59,59,4800,75
1,5,3,3,62,56,4800,144
0,4,5,4,62,58,4801,108
0,5,5,4,62,56,4801,108
1,5,3,3,62,57,4801,144
0,5,5,3,62,57,4801,108
0,5,6,7,62,56,4802,75
1,5,4,2,61,57,4803,108
0,3,7,4,60,62,4804,108
1,5,6,2,62,55,4804,144
1,5,6,2,61,56,4804,144
1,3,2,3,64,54,4805,144
1,5,7,2,63,54,4805,144
1,4,4,3,60,58,4805,108
1,2,7,2,63,57,4805,144
1,2,4,5,63,60,4805,144
1,5,2,2,60,57,4805,144
1,4,6,3,59,58,4805,108
1,4,4,3,60,60,4805,108
1,4,4,3,62,56,4805,108
1,2,7,2,63,56,4805,144
1,4,2,3,62,57,4805,144
1,4,7,2,61,56,4805,108
1,4,6,3,62,59,4805,108
1,3,6,3,63,58,4805,108
1,4,6,3,61,61,4805,108
1,2,6,2,58,61,4807,108
1,4,4,3,61,58,4808,108
1,5,6,2,62,55,4808,144
1,5,6,2,62,52,4808,144
1,4,4,3,62,59,4808,144
1,5,2,5,62,56,4808,144
1,5,6,2,62,56,4808,144
1,5,5,2,60,55,4809,144
0,4,5,3,59,59,4810,108
1,4,4,3,59,61,4811,108
1,4,7,2,61,58,4811,144
1,5,2,3,61,58,4811,144
1,4,7,2,61,59,4811,108
1,5,2,2,60,57,4812,144
1,3,5,3,62,56,4812,144
1,5,3,3,59,60,4812,108
1,3,6,3,60,63,4813,108
1,4,3,3,59,58,4814,144
1,5,4,2,61,56,4814,144
1,4,4,3,59,58,4815,108
1,3,1,4,60,58,4816,144
1,3,4,2,58,61,4816,108
1,3,5,3,61,57,4816,144
1,4,3,3,62,58,4816,144
0,5,5,4,61,56,4816,90
1,2,5,3,61,63,4816,108
1,5,5,3,61,57,4816,144
1,4,4,3,60,58,4816,108
1,4,3,3,58,60,4816,108
1,4,3,3,62,59,4816,108
0,4,7,3,60,58,4816,108
1,4,7,2,62,58,4816,108
0,4,7,3,60,60,4817,108
1,2,2,5,59,64,4817,144
0,4,7,3,58,58,4817,108
1,4,7,2,62,59,4818,144
0,5,7,3,62,55,4819,108
1,2,2,4,60,62,4819,108
1,4,3,3,58,59,4819,108
1,5,3,3,58,57,4819,108
1,4,3,3,61,57,4819,108
1,5,5,2,62,57,4819,144
1,4,5,2,61,61,4820,144
1,3,7,3,59,61,4821,108
1,3,3,4,62,56,4821,108
1,3,3,4,62,61,4821,108
1,3,3,4,62,57,4821,144
1,5,3,4,62,57,4821,108
1,3,7,3,62,58,4821,108
1,2,7,3,64,60,4821,144
0,5,6,2,62,57,4821,108
0,2,5,5,63,56,4823,108
0,3,6,4,61,58,4823,108
0,3,6,4,62,55,4823,108
0,3,6,4,58,63,4823,108
0,3,6,4,62,59,4823,108
0,2,6,4,56,64,4823,108
1,5,6,2,61,55,4824,144
1,3,6,2,61,56,4824,144
1,2,1,2,61,60,4824,144
1,2,4,3,63,60,4824,108
1,5,4,3,62,56,4824,144
1,1,5,2,64,57,4824,144
1,5,3,2,62,57,4825,108
1,5,2,3,61,56,4825,108
0,3,3,4,59,60,4826,108
1,3,2,3,62,58,4826,144
1,3,3,2,62,56,4826,144
1,2,3,2,63,58,4826,144
1,4,3,3,62,56,4826,144
1,4,2,2,61,59,4826,196
1,3,3,3,61,56,4827,144
1,5,3,3,60,56,4827,144
1,3,4,3,59,63,4827,108
1,4,3,5,62,57,4827,144
1,2,5,3,63,57,4828,144
1,2,4,3,63,60,4828,144
1,5,5,3,62,57,4829,144
1,4,5,3,60,58,4829,108
1,5,3,2,62,57,4829,144
1,5,2,3,62,56,4829,144
1,5,6,2,61,57,4829,144
1,4,6,2,60,58,4829,144
1,1,5,4,64,59,4829,144
1,4,3,3,61,59,4829,144
1,5,6,2,61,57,4829,108
1,4,3,4,58,58,4830,108
1,5,3,3,62,57,4830,144
1,3,3,3,62,56,4830,108
1,3,3,3,62,59,4830,108
0,5,6,7,62,56,4830,75
1,5,1,3,62,56,4830,144
1,4,3,2,61,60,4830,144
1,4,2,3,62,59,4830,144
1,5,3,2,62,57,4830,144
1,3,6,3,63,59,4830,108
1,4,3,2,62,58,4830,144
1,4,2,2,62,58,4831,144
1,3,3,2,60,60,4831,144
1,5,1,3,61,57,4831,144
1,5,6,2,61,56,4832,108
1,2,3,3,58,60,4832,108
1,4,5,2,62,57,4832,144
1,5,5,2,61,57,4832,108
0,4,6,4,62,55,4833,108
0,4,4,4,62,59,4834,108
1,3,4,4,63,56,4834,144
1,3,3,3,60,60,4836,108
1,5,2,3,61,55,4836,144
1,3,3,3,63,59,4836,144
1,3,3,3,63,59,4836,144
1,2,3,3,63,60,4836,144
1,4,3,3,60,62,4836,108
1,5,3,3,62,57,4836,108
1,4,3,3,62,60,4836,108
1,4,2,2,62,60,4836,144
1,5,3,3,62,55,4836,144
1,5,7,2,60,57,4837,108
1,5,4,2,62,56,4838,144
1,1,4,4,66,61,4838,90
1,2,4,4,56,62,4838,108
1,5,2,2,62,57,4838,144
1,4,3,5,61,59,4838,144
1,3,2,3,63,58,4838,144
1,4,1,3,60,59,4838,144
0,5,3,6,62,57,4838,108
1,4,2,2,61,58,4838,144
1,1,1,3,65,58,4838,144
1,4,1,3,61,59,4838,144
0,4,5,4,62,58,4838,108
0,5,5,4,62,56,4838,108
1,4,1,4,60,60,4839,144
1,2,3,4,64,55,4839,144
1,4,3,4,60,58,4839,108
1,5,7,2,60,55,4839,108
1,3,6,2,59,59,4840,144
1,3,2,3,62,55,4840,144
1,5,3,2,62,55,4840,144
1,5,1,3,62,57,4840,144
1,5,2,4,62,52,4841,144
1,4,1,4,59,59,4841,144
0,3,3,6,59,62,4842,108
1,3,3,4,63,59,4842,144
1,4,3,3,58,60,4842,144
1,4,3,3,62,60,4843,108
1,2,3,3,63,57,4843,144
1,5,5,2,62,57,4843,144
1,3,4,3,62,59,4844,108
0,3,4,8,61,57,4844,90
1,2,5,3,63,57,4844,108
1,2,5,3,64,57,4844,144
1,1,6,3,65,59,4844,144
1,1,6,3,57,61,4844,108
1,4,2,4,62,57,4844,144
1,5,2,4,62,57,4844,144
1,2,3,3,59,60,4845,108
1,1,7,3,64,61,4845,144
1,5,6,2,62,56,4845,144
1,4,6,2,61,59,4845,108
0,3,5,4,62,59,4846,108
0,3,7,3,60,59,4846,108
1,5,2,3,61,56,4846,144
1,3,5,3,63,59,4846,144
0,3,6,7,61,57,4847,75
1,2,4,2,63,57,4847,144
0,2,3,7,63,59,4847,108
1,3,4,2,63,56,4848,144
1,3,2,3,63,55,4848,144
0,3,4,6,63,58,4849,108
1,3,3,3,61,59,4849,144
1,5,2,3,61,60,4849,144
0,1,5,3,60,65,4849,108
1,1,4,1,64,60,4849,196
0,4,4,3,60,58,593,32
0,4,4,3,60,60,593,32
0,5,7,2,61,56,593,32
0,4,7,2,60,60,593,32
0,5,7,2,62,57,593,32
0,2,7,2,63,55,593,32
0,3,7,2,63,54,593,32
0,5,7,2,62,53,593,32
0,5,7,2,62,56,593,32
0,5,7,2,62,55,593,32
0,4,7,2,62,59,593,32
0,5,7,2,62,54,593,32
0,2,7,2,63,54,593,32
0,4,7,2,62,59,593,32
0,5,7,2,62,57,593,32
0,4,7,2,62,59,593,32
0,2,7,2,63,57,593,32
0,4,2,3,60,58,593,32
0,5,7,2,62,56,593,32
0,4,3,7,61,58,593,32
0,3,6,4,61,58,594,32
0,4,2,4,61,61,594,32
0,4,2,4,60,58,594,32
0,4,2,4,62,60,594,32
0,5,2,4,61,57,594,32
0,4,2,4,62,58,594,32
0,5,2,4,62,56,594,32
0,4,2,4,61,59,594,32
0,5,3,3,63,56,594,32
0,4,6,2,60,59,594,32
1,3,1,6,62,56,4850,108
1,3,2,3,62,60,4851,144
1,3,6,2,62,56,4851,144
1,3,5,3,61,62,4851,108
1,2,5,3,63,58,4851,144
1,4,5,3,59,60,4851,108
1,3,5,3,62,59,4851,108
1,2,5,3,63,61,4851,144
1,5,5,2,62,56,4851,144
1,5,3,3,62,56,4851,144
1,3,4,2,60,59,4852,144
0,3,5,2,61,56,4852,108
1,5,5,2,62,57,4852,144
1,3,5,2,62,55,4853,108
1,3,5,2,63,58,4853,144
1,2,6,3,64,59,4853,144
1,4,6,3,62,59,4853,108
1,2,2,4,63,55,4853,144
1,4,4,5,59,60,4853,108
1,2,6,3,60,64,4853,108
1,1,6,3,69,55,4853,120
1,5,6,3,60,57,4853,108
1,4,6,3,59,59,4853,108
1,4,6,3,62,58,4853,108
1,3,6,3,63,55,4853,144
1,5,7,2,61,55,4854,144
0,5,5,4,61,55,4854,108
1,5,1,5,61,57,4854,144
0,5,6,3,61,56,4854,108
1,4,3,2,62,58,4854,144
1,4,2,3,61,60,4854,144
1,3,3,3,61,60,4855,108
1,5,5,2,61,56,4855,108
1,4,4,3,60,60,4855,108
1,4,5,3,58,59,4855,108
1,4,1,4,62,58,4856,144
1,3,6,2,63,56,4857,144
1,4,4,3,62,60,4857,144
1,3,2,5,59,58,4858,108
0,3,6,4,62,56,4858,108
1,5,5,2,62,57,4858,144
0,5,6,2,60,54,4858,108
1,4,2,4,61,58,4858,144
0,5,5,7,61,55,4858,75
1,2,4,3,61,61,4859,108
0,5,4,5,62,55,4860,108
0,5,6,7,61,57,4860,75
0,1,4,4,64,54,4860,108
1,5,1,2,62,54,4860,144
1,1,3,4,64,62,4861,144
1,3,4,3,60,62,4861,144
1,3,7,2,62,61,4861,144
1,2,4,3,63,59,4861,144
1,3,1,2,60,58,4861,144
1,5,7,3,60,57,4861,108
1,4,4,2,62,55,4861,144
1,2,4,2,63,60,4861,144
1,5,4,2,62,56,4861,108
1,4,3,4,59,58,4861,108
1,2,3,4,63,59,4861,144
1,5,5,3,61,57,4862,144
1,4,5,3,62,58,4862,144
1,5,5,3,61,55,4862,144
1,4,5,3,61,58,4862,144
0,3,4,3,62,56,4863,108
1,4,4,3,62,58,4863,144
1,2,4,2,63,56,4864,168
1,4,5,3,62,58,4864,144
1,5,6,3,61,57,4864,108
1,3,6,3,61,62,4864,108
1,3,6,3,62,57,4864,108
0,5,6,7,61,57,4864,75
0,4,6,3,60,60,4864,108
1,1,4,5,66,61,4864,144
1,4,2,3,62,58,4865,144
1,2,3,2,63,61,4865,108
1,5,5,2,62,54,4866,144
1,5,4,3,62,56,4867,108
1,3,7,2,62,57,4867,144
1,3,3,3,59,62,4868,108
1,5,2,3,60,61,4868,144
1,5,4,3,60,58,4868,108
1,3,2,4,62,59,4869,144
1,5,2,4,59,56,4869,144
0,3,7,5,60,58,4869,108
1,3,5,3,60,59,4869,108
1,5,3,2,62,56,4870,144
1,2,1,3,63,57,4870,144
1,5,3,2,62,55,4870,144
1,3,3,3,62,55,4871,144
0,5,3,4,60,54,4871,108
0,5,6,2,62,56,4871,108
0,5,4,3,61,57,4871,108
1,5,3,3,61,56,4871,144
1,3,3,3,63,57,4871,144
1,4,3,3,61,58,4871,144
1,5,3,3,62,56,4871,144
1,5,3,3,62,55,4871,144
0,3,4,5,61,60,4872,108
1,4,2,3,61,56,4872,144
1,5,2,3,60,60,4872,108
1,4,3,2,61,58,4872,144
1,4,3,3,61,59,4872,144
1,4,3,3,62,58,4872,144
1,4,2,3,60,58,4872,144
1,4,3,2,60,59,4872,144
1,5,3,3,61,57,4872,108
1,4,2,3,62,57,4872,144
1,5,7,2,62,56,4872,108
1,4,4,3,62,59,4872,108
1,5,6,3,58,57,4873,108
1,3,2,4,62,56,4873,144
1,3,3,3,63,56,4873,144
1,5,4,2,61,55,4873,144
1,4,3,2,62,57,4873,144
1,4,1,5,61,59,4873,144
1,4,3,2,60,54,4873,144
1,1,6,2,64,61,4873,144
1,4,3,5,59,58,4874,108
1,5,3,5,61,57,4874,108
1,5,1,3,61,57,4875,144
1,3,4,2,62,60,4875,144
1,3,3,3,61,57,4875,108
1,4,4,3,59,56,4875,108
1,5,6,2,62,56,4875,144
1,3,3,3,61,59,4876,108
1,3,3,3,60,58,4876,108
1,4,5,2,61,58,4876,144
1,5,3,3,62,59,4876,108
1,5,4,2,62,56,4877,144
1,2,7,2,60,63,4877,144
1,4,2,5,62,57,4877,144
1,3,2,5,61,59,4878,144
1,2,1,3,63,59,4878,144
1,2,6,3,64,61,4878,144
1,3,3,3,62,58,4878,144
1,4,6,2,60,60,4878,108
1,4,5,3,62,59,4879,144
0,3,4,5,62,59,4879,108
1,5,1,4,62,57,4879,144
1,3,3,3,61,57,4879,108
1,4,3,2,59,54,4879,196
1,5,2,2,64,56,4879,144
1,4,2,2,62,59,4879,144
1,4,2,2,60,60,4879,144
1,4,2,2,59,58,4879,144
1,5,4,2,61,56,4880,144
1,5,2,2,60,56,4880,144
1,5,4,3,60,59,4882,108
1,2,4,3,64,54,4882,144
1,4,4,2,60,56,4882,144
1,5,3,2,61,55,4883,144
1,5,1,3,62,55,4883,144
1,4,5,3,62,56,4884,144
1,4,4,2,60,59,4884,144
1,4,3,3,62,59,4884,144
0,5,4,4,60,57,4884,108
1,4,2,4,62,59,4884,144
1,4,3,3,60,60,4884,108
1,3,3,3,63,57,4884,144
1,4,3,3,62,60,4884,108
1,4,6,2,62,59,4885,144
1,5,6,2,60,57,4885,144
1,5,3,3,62,56,4886,108
1,3,4,2,58,61,4887,144
1,5,2,4,61,53,4887,144
1,2,2,5,58,62,4887,108
1,1,4,4,64,56,4887,144
1,1,4,4,64,58,4887,144
0,3,6,7,62,57,4889,75
1,4,3,3,59,58,4890,108
1,4,3,3,62,59,4890,144
1,3,3,3,59,58,4890,144
1,3,5,3,59,59,4890,108
1,3,4,3,63,57,4890,108
1,5,2,2,59,61,4890,144
1,5,4,2,61,57,4890,108
1,5,2,3,62,56,4890,144
0,4,3,7,62,59,4890,108
1,5,5,2,60,56,4891,108
1,5,5,2,61,57,4891,144
1,3,1,3,61,59,4891,144
1,1,4,5,63,68,4892,108
1,4,6,2,62,57,4892,144
1,4,2,5,61,56,4892,144
0,3,4,5,60,63,4892,108
1,5,6,2,61,56,4892,144
1,5,6,2,62,55,4892,144
0,4,5,4,62,58,4892,108
0,3,6,6,62,57,4893,75
1,3,2,4,63,56,4895,144
1,3,1,4,62,59,4896,144
1,5,5,2,60,55,4897,144
1,5,2,4,62,56,4897,144
0,3,5,5,62,58,4898,108
0,2,5,5,62,60,4898,108
1,1,3,1,66,59,4898,144
1,3,5,3,59,62,4899,108
1,3,5,3,61,61,4899,108
1,2,5,3,63,59,4899,144
1,2,5,3,63,58,4899,144
1,3,5,3,59,61,4899,108
1,2,5,3,63,57,4899,144
1,2,5,3,63,59,4899,144
1,2,5,3,63,59,4899,144
1,4,5,3,62,58,4899,144
1,4,5,3,61,59,4899,108
0,5,4,4,61,56,4899,108
1,5,3,2,62,56,4899,144
1,5,4,3,60,57,4900,108
1,3,3,3,60,59,4900,108
1,5,3,3,62,56,4900,144
0,2,5,3,60,65,4900,108
1,4,4,3,61,59,4900,144
1,5,4,3,61,57,4900,144
1,4,4,3,58,59,4900,108
1,5,3,2,61,54,4900,144
1,3,5,2,62,59,4901,108
1,3,6,3,60,63,4901,108
0,3,7,3,58,58,4902,108
0,3,7,3,60,60,4902,108
1,1,5,2,55,64,4903,147
1,4,7,2,61,61,4903,144
1,3,4,3,63,58,4903,144
1,4,4,3,59,58,4903,108
0,3,6,7,61,60,4904,75
1,3,7,2,60,61,4904,108
1,3,1,5,61,59,4905,144
1,3,4,3,60,58,4906,144
1,3,7,2,58,58,4906,108
1,5,1,4,61,55,4906,144
1,4,3,2,59,60,4906,144
1,4,5,2,62,59,4907,144
1,4,7,2,62,59,4907,144
1,4,7,3,62,58,4909,108
1,2,7,3,64,60,4909,144
